TimeStamp,"Symbol","Price","Change from the Close","Change from the Close","Volume Today","Volume Today","Relative Volume","Position in Range"
2026-03-24 12:32:52,"EL","71.88","-7.41","-9.3454408","9123189","196.12216","6.5338296","13.872925"
2026-03-24 12:32:52,"JHG","52.06","1.32","2.6014978","7991347","186.11866","6.3045532","31.2"
2026-03-24 12:32:52,"CRCL","102.605","-24.035","-18.978996","33170170","180.36366","3.446822","2.9924693"
2026-03-24 12:32:52,"FOUR","55.2375","11.2075","25.454236","2982507","149.37421","3.2483036","99.222035"
2026-03-24 12:32:52,"LUNR","17.8099","-2.5001","-12.3097","15807127","139.17706","3.0098982","21.064"
2026-03-24 12:32:52,"YOU","53.905","0.445","0.83239805","1804044","118.43185","2.7827277","35.27027"
2026-03-24 12:32:52,"ALM","15.045","-1.885","-11.134082","8119978","113.22234","2.9710868","25.617284"
2026-03-24 12:32:52,"CELH","36.76","-2.89","-7.2887768","6144484","109.72818","2.5372402","3.6821302"
2026-03-24 12:32:52,"COCO","53.73","-2.04","-3.6578806","1250846","97.948083","3.3807329","27.306273"
2026-03-24 12:32:52,"GLW","143.4","12.43","9.4907231","11838743","97.150951","1.8753491","86.220472"
2026-03-24 12:32:52,"JEF","40.7","1.15","2.9077118","3468160","94.71978","2.9444964","45.026178"
2026-03-24 12:32:52,"MOD","225.2058","13.735799","6.4953888","867325","93.340042","1.7721596","83.541489"
2026-03-24 12:32:52,"COIN","183.3023","-17.317695","-8.6320883","10404171","91.965825","1.5519334","10.312003"
2026-03-24 12:32:52,"HUBS","240.255","-21.804998","-8.3206127","1124203","91.329712","1.4906367","20.924968"
2026-03-24 12:32:52,"BBVA","21.135","-0.305","-1.4225746","1895712","90.627475","1.8797018","88.043478"
2026-03-24 12:32:52,"TTD","22.32","-1.63","-6.8058455","17330156","87.702202","1.8478394","32.467532"
2026-03-24 12:32:52,"FIG","21.725","-1.475","-6.3577586","10611861","87.207584","1.2685729","12.867647"
2026-03-24 12:32:52,"AXTI","68.9473","4.5073","6.9945686","9779502","85.404486","1.7420891","75.728412"
2026-03-24 12:32:52,"ZETA","16.57","-1.09","-6.1721404","4443073","82.636809","1.3656919","22.989318"
2026-03-24 12:32:52,"SRRK","41.76","-1.9","-4.3518094","1299298","81.813127","2.8864462","52"
2026-03-24 12:32:52,"FORM","106.21","9.01","9.2695473","970093","81.597218","1.741006","97.093023"
2026-03-24 12:32:52,"PLTR","153.81","-7.03","-4.3708033","34307331","81.50077","1.3097037","20.167286"
2026-03-24 12:32:52,"TEAM","69.08","-5.33","-7.1630157","4627462","80.824428","1.3554028","31.876138"
2026-03-24 12:32:52,"SHOP","118.47","-2.63","-2.1717589","5766505","80.761566","0.88570556","86.352941"
2026-03-24 12:32:52,"DELL","172.87","8.2800037","5.0306846","7101549","80.389992","1.6621993","90.218424"
2026-03-24 12:32:52,"RELX","32.68","-1.13","-3.3422064","3233384","79.912608","1.3623533","17.266187"
2026-03-24 12:32:52,"ETSY","48.76","-3.73","-7.1061155","1875493","77.219646","1.4211233","30.964467"
2026-03-24 12:32:52,"KTOS","76.99","-6.7","-8.0057355","2505176","75.931221","1.3648999","19.613075"
2026-03-24 12:32:52,"AAOI","108.8554","13.0954","13.67523","9885901","75.284498","1.7000808","87.752896"
2026-03-24 12:32:52,"FRO","35.53","1.7","5.0251256","3259397","74.456323","1.4068193","91.875"
2026-03-24 12:32:52,"TSEM","177.44","5.3099951","3.0848748","2800860","72.787687","2.0438619","62.483131"
2026-03-24 12:32:52,"XPO","189.43","3.8299939","2.0635742","1041920","72.699819","1.4975124","69.947834"
2026-03-24 12:32:52,"CNM","49.62","1.21","2.4994836","2164616","72.212648","2.8887329","82.389937"
2026-03-24 12:32:52,"DOX","64.175","-0.925","-1.4208909","782089","72.028827","1.722034","69.080553"
2026-03-24 12:32:52,"VG","17.055","1.255","7.943038","28643238","69.982128","2.5287733","48.401826"
2026-03-24 12:32:52,"SMCI","21.5852","0.0052","0.024096386","37197584","69.777034","2.2555289","55.111111"
2026-03-24 12:32:52,"SAP","171.415","-6.7450037","-3.7859247","1902531","69.686921","1.3777301","63.569322"
2026-03-24 12:32:52,"MSFT","374.17","-8.83","-2.305483","20586199","69.343484","1.5294714","19.573643"
2026-03-24 12:32:52,"ABVX","113.07","-2.35","-2.0360423","763351","68.711182","1.9501694","48.05668"
