TimeStamp,"Symbol","Gap","Float Turnover","Float","Change from the Open","Market Cap"
2026-09-22 23:59:47,"LHSW","188.68293","33.927702","10198900","-36.656","8819068.4"
2026-09-22 23:59:47,"QNME","107.94246","9.6415357","13820000","-41.87218","26617833"
2026-09-22 23:59:47,"DCOY","104.6875","93.972674","1120000","-28.435115","4200000"
2026-09-22 23:59:47,"TOPS","79.665738","21.420148","4870000","-40.968992","5939700"
